,session_name,session_id,session_type,room_name,start_datetime,end_datetime,special_session_description,special_session_id
299,Network Design Applications,236,Presentation,Lenox | Renaissance Waverly Hotel,6/2/2025 12:00,6/2/2025 13:20,,
300,Humanitarian Logistics / Disaster Response,237,Presentation,Lenox | Renaissance Waverly Hotel,6/2/2025 13:30,6/2/2025 14:50,,
301,Routing Optimization,238,Presentation,Lenox | Renaissance Waverly Hotel,6/2/2025 15:00,6/2/2025 16:20,,
302,Hyperconnected & Global Supply Chains,239,Presentation,Lenox | Renaissance Waverly Hotel,6/2/2025 16:30,6/2/2025 17:50,,
303,Supply Chain Optimization,240,Presentation,Tyndall | Renaissance Waverly Hotel,6/2/2025 8:00,6/2/2025 9:20,,
304,Special Session 1 - Expert Panel – Supply Chain Resilience,,Special Session,Tyndall | Renaissance Waverly Hotel,6/2/2025 12:00,6/2/2025 13:20,"This expert panel on Supply Chain Resilience will critically re-examine traditional strategies in light of challenges and gaps revealed during and after COVID-19, focusing on how rapid changes in global trading policies and the adoption of advanced technologies like IoT and AI are transforming supply chain management. Panelists will discuss the current state and future direction of resilience, highlighting the shift toward digitalization, real-time visibility, and data-driven decision-making to enhance agility and adaptability in an era of ongoing disruption.",64
305,Transportation Optimization,241,Presentation,Tyndall | Renaissance Waverly Hotel,6/2/2025 13:30,6/2/2025 14:50,,
306,Supply Chain Economic Planning,242,Presentation,Tyndall | Renaissance Waverly Hotel,6/2/2025 15:00,6/2/2025 16:20,,
307,Sustainable / Circular Supply Chains,243,Presentation,Tyndall | Renaissance Waverly Hotel,6/2/2025 16:30,6/2/2025 17:50,,
308,Machine Learning Applications,244,Presentation,Lenox | Renaissance Waverly Hotel,6/3/2025 12:00,6/3/2025 13:20,,
309,Warehousing Applications,245,Presentation,Lenox | Renaissance Waverly Hotel,6/3/2025 8:00,6/3/2025 9:20,,
310,Hybrid Fleet Deliveries,246,Presentation,Tyndall | Renaissance Waverly Hotel,6/3/2025 8:00,6/3/2025 9:20,,
311,"Capstone Showcase, Student and Industry Leader Mixer",,Special Session,Habersham Ballroom | Renaissance Waverly Hotel,6/1/2025 16:30,6/1/2025 17:50,,65
312,Healthcare Performance Excellence,,Special Session,Kennesaw | Renaissance Waverly Hotel,6/1/2025 12:00,6/1/2025 13:20,,66
313,Capstone Final Four Presentations,,Special Session,Highlands Ballroom | Renaissance Waverly Hotel,6/2/2025 8:00,6/2/2025 9:20,,67
314,SEMS Best Student Paper Competition,247,Presentation,111 | Cobb Galleria Centre,6/2/2025 15:00,6/2/2025 16:20,,
315,"Diversity, Equity , and Inclusion is it worth the pursuit?",,Special Session,117 | Cobb Galleria Centre,6/2/2025 15:00,6/2/2025 16:20,"This will be a presentation with a panel discussion exploring “WHY” Diversity Equity Inclusion is still worth the pursuit to help combat biases within the workplace. As programs are being discontinued, how can managers and leaders ensure they are getting the best talent for the job and continue to drive a culture of innovation and risk takers.
",68
316,Innovative OR Applications,,Special Session,Brayton | Renaissance Waverly Hotel,6/3/2025 12:00,6/3/2025 13:20,,69
317,Volunteer Bag Stuffing,,Special Session,Habersham Ballroom | Renaissance Waverly Hotel,5/30/2025 14:00,5/30/2025 16:00,,70
318,North American Operations Board (NAOB) Meeting (by invitation only),,Special Session,Andover | Renaissance Waverly Hotel,5/31/2025 8:00,5/31/2025 12:00,,71
319,Technical Operations Board (TOB) Meeting (by invitation only),,Special Session,Brayton | Renaissance Waverly Hotel,5/31/2025 8:00,5/31/2025 12:00,,72
320,New Faculty Colloquium (registration required),,Special Session,103 | Cobb Galleria Centre,5/31/2025 8:00,5/31/2025 17:30,,73
321,NAOB/TOB Breakfast (by invitation only),,Special Session,Ascot | Renaissance Waverly Hotel,5/31/2025 7:30,5/31/2025 8:30,,74
322,Doctoral Colloquium (registration required),,Special Session,Mall Space A | Cobb Galleria Centre,5/31/2025 9:30,5/31/2025 16:00,,75
323,Future Faculty Fellows Workshop (by invitation only),,Special Session,Andover | Renaissance Waverly Hotel,5/31/2025 13:00,5/31/2025 17:00,,76
324,"Engineering Unleashed: Engaging Minds, Empowering Industrial and Systems Engineers",,Special Session,Highlands Ballroom | Renaissance Waverly Hotel,5/31/2025 13:00,5/31/2025 15:00,"This pre-conference workshop is a dynamic event for academic and industry professionals, focused on driving curiosity, fostering connections, and creating value. Participants will gain actionable tools and techniques to innovate, collaborate, and deliver meaningful outcomes in their work, leaving equipped to apply these skills directly to their current projects and roles.
",77
325,"Engineering Unleashed: Engaging Minds, Empowering Industrial and Systems Engineers",,Special Session,Highlands Ballroom | Renaissance Waverly Hotel,5/31/2025 13:00,5/31/2025 15:00,"This pre-conference workshop is a dynamic event for academic and industry professionals, focused on driving curiosity, fostering connections, and creating value. Participants will gain actionable tools and techniques to innovate, collaborate, and deliver meaningful outcomes in their work, leaving equipped to apply these skills directly to their current projects and roles.
",78
326,NAOB/TOB/IOB/BOT Luncheon (by invitation only),,Special Session,Ascot | Renaissance Waverly Hotel,5/31/2025 12:00,5/31/2025 13:00,,79
327,First Time Attendee Orientation,,Special Session,Highlands Ballroom | Renaissance Waverly Hotel,6/1/2025 7:00,6/1/2025 7:45,,80
328,ABET Council Meeting (by invitation only),,Special Session,Galleria | Renaissance Waverly Hotel,6/1/2025 8:00,6/1/2025 9:20,,81
329,Sunday Awards Presentation and Keynote Address,,Special Session,Grand Ballroom | Renaissance Waverly Hotel,6/1/2025 9:30,6/1/2025 11:15,,82
330,Fellows Meeting,,Special Session,The Gallery | Cobb Galleria Centre,6/1/2025 12:00,6/1/2025 17:30,,83
331,Introduce a Girl to Industrial & Systems Engineering,,Special Session,Highlands Ballroom | Renaissance Waverly Hotel,6/1/2025 14:00,6/1/2025 16:00,"""Introduce a Girl to Industrial and Systems Engineering"" brings together Girl Scouts of Greater Atlanta and IISE conference attendees for an interactive STEM experience. Industrial engineers shape tomorrow's world. By connecting Girl Scouts with IISE professionals, we're building pathways for young women to discover engineering careers while helping our members give back to the community.",84
332,Welcome Reception,,Special Session,Garden Court AB | Renaissance Waverly Hotel,6/1/2025 18:00,6/1/2025 19:30,"Kick off the IISE Annual Conference at the Welcome Reception! Connect with fellow attendees, speakers, and exhibitors in a lively, social atmosphere as we celebrate the start of an exciting week of learning and networking.",85
333,Faculty Advisors Breakfast (by invitation only),,Special Session,Waverly | Renaissance Waverly Hotel,6/2/2025 8:00,6/2/2025 8:45,,86
334,Monday Awards Presentation and Keynote Address,,Special Session,Grand Ballroom | Renaissance Waverly Hotel,6/2/2025 9:30,6/2/2025 11:15,,87
335,CIEADH Meeting,,Special Session,The Gallery | Cobb Galleria Centre,6/2/2025 12:00,6/2/2025 18:00,,88
336,"University Faculty, Student and Alumni Reception (Auburn University, Oklahoma State University, University of Arizona, University of Arkansas, and University of Tennessee Knoxville)",,Special Session,103 | Cobb Galleria Centre,6/2/2025 18:00,6/2/2025 19:30,,89
337,"University Faculty, Student and Alumni Reception (North Carolina State University, Georgia Tech, Virginia Tech, University of Florida and University of Michigan)",,Special Session,105 | Cobb Galleria Centre,6/2/2025 19:00,6/2/2025 20:30,,90
338,Editors-In-Chief Meeting (by invitation only),,Special Session,Galleria | Renaissance Waverly Hotel,6/1/2025 12:00,6/1/2025 13:20,,91
339,Transactions Editorial Board Meeting (by invitation only),,Special Session,Galleria | Renaissance Waverly Hotel,6/1/2025 13:30,6/1/2025 14:50,,92
340,Health Systems Editorial Board Meeting (by invitation only),,Special Session,Galleria | Renaissance Waverly Hotel,6/1/2025 15:00,6/1/2025 16:20,,93
341,Economists Editorial Board Meeting (by invitation only),,Special Session,Galleria | Renaissance Waverly Hotel,6/2/2025 8:00,6/2/2025 9:20,,94
342,Hands-on Training: Cyber-Informed Engineering to Secure Industrial Control Systems (registration required),,Special Session,Galleria | Renaissance Waverly Hotel,5/31/2025 8:00,5/31/2025 12:00,"This session is ideal for anyone involved in teaching, curriculum development, or professional training, from students aspiring to become educators or trainers, to faculty enhancing their courses, to professionals designing impactful learning experiences in the workplace. ",95
343,Supply Chain Management Foundations (registration required),,Special Session,Fulton | Renaissance Waverly Hotel,5/31/2025 8:00,5/31/2025 12:00,,96
344,Undergraduate Symposium,,Special Session (Student Track),Grand Ballroom I-II | Renaissance Waverly Hotel,5/31/2025 8:00,5/31/2025 12:00,,97
345,VOLT,,Special Session,Grand Ballroom I-II | Renaissance Waverly Hotel,5/31/2025 14:00,5/31/2025 17:00,,98
346,Understanding and Navigating Full-Time Job Contract,,Special Session (Student Track),103 | Cobb Galleria Centre,6/1/2025 12:00,6/1/2025 13:20,"This session will provide students with essential knowledge about employment contracts, including what to look for, key terms to understand, and how to negotiate effectively - asking the questions of performance reviews, raises, stock options…",99
347,Choosing the Right Industry: Finding Your Fit,,Special Session (Student Track),103 | Cobb Galleria Centre,6/1/2025 13:30,6/1/2025 14:50,"Workshop focusing on assessing personal interests and skills, exploring various sectors within industrial engineering.
",100
348,Financial Literacy for Students: Managing Money Wisely,,Special Session (Student Track),103 | Cobb Galleria Centre,6/1/2025 15:00,6/1/2025 16:20,"Interactive session on budgeting, saving, planning, and understanding student loans to help students make informed financial decisions. Debt and investing upon graduation.",101
349,Effective Study Techniques: Boosting Academic Performance,,Special Session (Student Track),104 | Cobb Galleria Centre,6/1/2025 12:00,6/1/2025 13:20,"A workshop on study strategies, including active learning, group study, and using technology to improve grades. (Tutoring + Mentorship)",102
350,Soft Skills for Engineers: Communication and Teamwork (Taking a Leadership Role and Becoming an Effective Communicator),,Special Session (Student Track),104 | Cobb Galleria Centre,6/1/2025 13:30,6/1/2025 14:50,Interactive session focused on developing essential soft skills through role-playing and group activites.,103
351,Time Management: Balancing Academies and Extracurriculars,,Special Session (Student Track),104 | Cobb Galleria Centre,6/2/2025 13:30,6/2/2025 14:50,"Practical tools and techniques for managing time effectively to juggle classes, work, and activities.
",104
352,Pursuing Higher Education: Is Grad School Right for You?,,Special Session (Student Track),104 | Cobb Galleria Centre,6/2/2025 16:30,6/2/2025 17:50,"Pursuing Higher Education: Is Grad School Right for You:  A session exploring the pros and cons of graduate school, including tips for applications and selecting programs.",105
353,Internships and Co-Ops: Making the Most of Your Experience,,Special Session (Student Track),103 | Cobb Galleria Centre,6/2/2025 12:00,6/2/2025 13:20,"Discussion on how to secure internships, what to expect, and how to leverge those experiences for future job opportunities.",106
354,Landing Your First Job: Tips from Industry Experts,,Special Session (Student Track),103 | Cobb Galleria Centre,6/2/2025 13:30,6/2/2025 14:50,Panel discussion with HR professionals and recent graduates about effective job search strategies and interview tips.,107
355,Maximizing Your College Experience: Beyond the Classroom,,Special Session (Student Track),104 | Cobb Galleria Centre,6/3/2025 12:00,6/3/2025 13:20,"Strategies for getting involved in clubs, research, and community service to enhance both personal and professional growth.
",108
356,Mentoring Your Life,,Special Session (Student Track),104 | Cobb Galleria Centre,6/3/2025 13:30,6/3/2025 14:50,"How to get a mentor, keep that relationship and how to utilize it.
",109
357,Poster Session,248,Poster Sessions,Habersham Ballroom | Renaissance Waverly Hotel,6/2/2025 11:15,6/2/2025 13:20,,
358,Data Science for Industrial Excellence: From Statistical Process Control to Deep Learning,,Special Session,Wilton | Renaissance Waverly Hotel,6/2/2025 13:30,6/2/2025 14:50,"Modern, data-rich industrial environments present both a challenge and an opportunity. Uncovering key insights from a deluge of data is rarely straightforward, but doing it well unlocks a level of industrial excellence that is unattainable otherwise. In this presentation, a JMP® technical staff member will review lessons learned from real JMP customers about achieving industrial excellence through data science methods, from advanced statistical process control to machine learning methods for data mining and predictive modeling. Examples will be accompanied by brief demonstrations of techniques implemented in JMP statistical software.",110
359,Construction Engineering & Management: Addressing Risk Factors with Humans in Construction,249,Presentation,Waverly | Renaissance Waverly Hotel,6/1/2025 13:30,6/1/2025 14:50,,
360,Construction Engineering & Management: Modular Construction,250,Presentation,Stanhope | Renaissance Waverly Hotel,6/2/2025 12:00,6/2/2025 13:20,,
361,Data-Driven Strategies for Enhancing Healthcare Delivery,251,Presentation,Waverly | Renaissance Waverly Hotel,6/2/2025 12:00,6/2/2025 13:20,,
362,Modeling and Optimization for Effective Disease Prevention,252,Presentation,Waverly | Renaissance Waverly Hotel,6/2/2025 13:30,6/2/2025 14:50,,
363,IISE Update,,Special Session,Waverly | Renaissance Waverly Hotel,6/2/2025 15:00,6/2/2025 16:20,"oin IISE CEO Don Greene for the IISE Update, where you'll hear the latest on the Institute’s strategic initiatives, member benefits, and vision for the future. Don’t miss this opportunity to stay informed and engaged with your professional community.
",111
364,Construction Engineering & Management: Modeling and Data Analysis in Construction,,Special Session,Stanhope | Renaissance Waverly Hotel,6/3/2025 12:00,6/3/2025 13:20,"This session presents topics on machine learning models for cost, trend analysis for permitting, use of gameification to enhance performance, and use of chloride ingress in concrete. ",112
365,The 75th anniversary of Alpha Pi Mu,,Special Session,Stanhope | Renaissance Waverly Hotel,6/2/2025 8:00,6/2/2025 9:20,"n celebration of the 75th anniversary of Alpha Pi Mu, this panel will highlight its continued importance through stories of students, faculty advisors and executive committee members.",113
366,AI and Analytics for Human-Centered Systems,253,Presentation,106 | Cobb Galleria Centre,6/3/2025 15:00,6/3/2025 16:20,,
367,AI for Public Good,,Special Session,106 | Cobb Galleria Centre,6/3/2025 13:30,6/3/2025 14:50,,114
368,Engineering People and Team Performance Excellence,,Special Session,Kennesaw | Renaissance Waverly Hotel,6/1/2025 13:30,6/1/2025 14:50,"Join us for an engaging session introducing IISE's new Engineering People and Team Performance Community. Discover executive insights into our upcoming professional development sessions from January to May, culminating in our conference.

Explore an innovative AI-enabled application designed to enhance Personal and Professional Mastery and foster Social Fitness. Gain insights into the Foundational Principles that underpin personal and professional growth, and learn strategies for integrating engineering principles into traditionally softer sciences through strategic HR partnerships. Discover how these collaborations can significantly impact Organizational Excellence and Enterprise Value.

This session will be interactive, featuring small group exercises to facilitate learning and networking opportunities.
",115
369,Engineering Management Competition (orientation session),,Special Session,Grand Ballroom I | Renaissance Waverly Hotel,6/1/2025 13:30,6/1/2025 14:50,"This session provides detailed instructions on the engineering management competition.  No experience is assumed on the part of the participants.  The orientation and training covers all aspects of the *game*, the competition scoring, and the rewards involved.  There is no entry fee, but the competition is limited to no more than 10 student teams and no more than 10 practitioner teams.  There are two prize categories:  student and practitioner.  The game is being sponsored by FlexSim-Autodesk.  Snacks and drinks will be provided (sponsored by TAMU).   The student chapter at Ohio State University will assist in the conduct of the game. ",116
370,Engineering Management Competition (competition session),,Special Session,Grand Ballroom I | Renaissance Waverly Hotel,6/1/2025 15:00,6/1/2025 16:20,"The management decision making game has decision makers make production resource decisions for a small manufacturing operation.  The number and types of decisions are aligned to the kind that would be made for an actual operation.  Scoring is focused on performance, revenues, and costs incurred from the decisions made.  The model is run for an equal time horizon for all participants to ensure a common basis of comparison.  The game takes roughly 45-50 minutes to play.  Winners (1st, 2nd, and 3rd) will be identified at the end of the session.  Prize sponsors:  Solomon Bruce Consulting, Texas A&M University

Note:

The competition is open to all. There is no entry fee for the competition. Food and beverages will be provided. 
Please ensure you bring your PC, capable of running the Windows operating system, to be able to participate in the competition. ",117
371,Doctoral/New Faculty Colloquia Luncheon (Registration required),,Special Session,The Gallery | Cobb Galleria Centre,5/31/2025 12:00,5/31/2025 13:00,,118
372,QCRE Student Best Poster Competition,,Special Session,Chancellor | Renaissance Waverly Hotel,6/1/2025 13:30,6/1/2025 14:50,,119
373,Doctoral Colloquium Thesis Competition,,Special Session,117 | Cobb Galleria Centre,6/1/2025 12:00,6/1/2025 13:20,,120
374,Doctoral Colloquium Thesis Competition,,Special Session,117 | Cobb Galleria Centre,6/1/2025 12:00,6/1/2025 13:20,,121
375,Doctoral Colloquium Thesis Competition,,Special Session,117 | Cobb Galleria Centre,6/1/2025 12:00,6/1/2025 13:20,,122
376,Undergraduate Student Technical Paper Competition,,Special Session,Wilton | Renaissance Waverly Hotel,6/1/2025 8:00,6/1/2025 12:00,,123
377,Innovation Cup Presentations,,Special Session,Wilton | Renaissance Waverly Hotel,6/1/2025 12:00,6/1/2025 17:30,,124
378,Rockwell Student Simulation Competition,,Special Session,Waverly | Renaissance Waverly Hotel,6/1/2025 15:00,6/1/2025 17:50,,125
379,Prayer Room / Mother's Room,,Special Session,Forsyth | Renaissance Waverly Hotel,6/1/2025 7:00,6/1/2025 18:00,,126
380,Prayer Room / Mother's Room,,Special Session,Forsyth | Renaissance Waverly Hotel,6/1/2025 7:00,6/1/2025 18:00,,127
381,Prayer Room / Mother's Room,,Special Session,Forsyth | Renaissance Waverly Hotel,6/1/2025 7:00,6/1/2025 18:00,,128
382,IISE Transactions Best Paper,,Special Session,Galleria | Renaissance Waverly Hotel,6/2/2025 15:00,6/2/2025 16:20,,129
383,IISE Transactions Best Application Paper,,Special Session,Galleria | Renaissance Waverly Hotel,6/2/2025 16:30,6/2/2025 17:50,,130
384,Exhibit Hall Open,,Special Session,Garden Court AB | Renaissance Waverly Hotel,6/2/2025 10:45,6/2/2025 16:00,,131
385,Exhibit Hall Open,,Special Session,Garden Court AB | Renaissance Waverly Hotel,6/2/2025 10:45,6/2/2025 16:00,,132
386,Innovation Design Competition,,Special Session,Stanhope | Renaissance Waverly Hotel,6/2/2025 13:30,6/2/2025 14:50,,133
387,Tuesday Awards Presentation and Keynote Address,,Special Session,Grand Ballroom | Renaissance Waverly Hotel,6/3/2025 9:30,6/3/2025 11:15,,134
388,"Sustainable Production and Logistics in Textiles, Fashion and Education (SDG 9)",254,Presentation,119 | Cobb Galleria Centre,6/2/2025 13:30,6/2/2025 14:50,,
389,AI and Personalized Learning in Engineering Economics,255,Presentation,103 | Cobb Galleria Centre,6/3/2025 12:00,6/3/2025 13:20,,
390,Future of engineering education,,Special Session,102 | Cobb Galleria Centre,6/2/2025 12:00,6/2/2025 13:20,A panel of academics teaching and researching in the area of engineering economy discussing the future of engineering economics,135
391,"Modern Methods, Languages, and Use Cases in Simulation Modeling",,Special Session,Wilton | Renaissance Waverly Hotel,6/2/2025 15:00,6/2/2025 16:20,"A workshop from the vendor of AnyLogic – an agnostic multi-method simulation software with the largest worldwide user community. Based on AnyLogic usage statistics, we will show which modeling methods, techniques, and languages are most used today by the industry. This includes DES (process flowcharts), Agent-based modeling, Statecharts, System Dynamics, GIS-based modeling, and others. We will also talk about the recent (and very positive) shift from the project-based usage of simulation to operational use and, therefore, longer lifecycles of models (digital twinning, etc.); we will present some use cases and go through the new requirements to simulations. Finally, we will touch the current relationship of Simulation and AI: what worked, what did not work, and what to expect.",136
392,Data-Driven Modeling and Monitoring of Health Conditions,256,Presentation,Ascot | Renaissance Waverly Hotel,6/2/2025 13:30,6/2/2025 14:50,,
393,IE Tools applied to Illicit Supply Networks,257,Presentation,Ascot | Renaissance Waverly Hotel,6/2/2025 12:00,6/2/2025 13:20,,
394,U.S. Northeast Region Town Hall,,Town Hall,Wilton | Renaissance Waverly Hotel,6/2/2025 8:00,6/2/2025 9:20,,137
395,Forecasting / Predictive Modeling Optimization,258,Presentation,Tyndall | Renaissance Waverly Hotel,6/1/2025 8:00,6/1/2025 9:20,,
396,Supply Chain / Allocation,259,Presentation,Tyndall | Renaissance Waverly Hotel,6/1/2025 12:00,6/1/2025 13:20,,
