,paper_id,paper_title,prim_audience,abstract,session_item_index,room_name,session_name,session_id
45,5607.0,Sequential Experimental Design for Constructing Reduced-Order Models,Academician,"Projection-based Reduced-Order Modeling requires generating data from full-order systems (through numerical methods). Because a full-order system is often parameterized by a set of parameters, challenges immediately arise when one needs to (sequentially) determine the parameter settings, from the parameter space, under which the full-order system is solved and data are generated. In this talk, we present some preliminary results on the sequential experimental design for constructing reduced-order models that well capture the system behavior over the parameter space (needed in design, control, uncertainty quantification and real-time operations). This talk consists of two major parts. In the first part, we describe a Projected Gaussian Process (pGP) that establish the relationship between parameters and reduced-order models. In the second part, we share some early results on a sequential design framework that enables us to sequentially construct or update the pGP model by collecting data from the optimal experimental conditions (i.e., parameter settings).",2,120 | Cobb Galleria Centre,"Modeling, Optimization, and Learning for Complex Systems",13
46,6321.0,Personalized Private-Shared Federated Model with an Application to Distributed Additive Manufacturing,Academician,"Currently, many small and medium-sized organizations struggle with limited data availability and computational resources, leading to poor predictive capabilities due to data isolation. Federated Learning (FL) addresses this by enabling collaborative model training without data sharing, overcoming data silos. However, FL is challenged by feature space heterogeneity, where clients have missing or different but related features, complicating the development of a consistent, high-quality model for all participants. In this paper, we propose a personalized private-shared federated model for robust prediction. Each client adopts a personalized shared model, facilitated by FL, that guides their private model for inference. The shared model is trained by aggregating knowledge from all clients in the latent space using an encoder-decoder structure, while the private model distills knowledge from the trained shared model for enhanced prediction. This latent space sharing strategy and knowledge distillation can protect the clients’ data privacy while customizing their local models, respectively. We evaluated the proposed model through a simulation and a distributed L-PBF manufacturing scenario. Results show that clients with missing features can achieve significantly improved fatigue life predictions after participating in federated learning. The proposed model effectively enhances predictive capabilities in distributed environments by managing feature heterogeneity while preserving data privacy.",3,120 | Cobb Galleria Centre,"Modeling, Optimization, and Learning for Complex Systems",13
47,6623.0,An Optimal Incentive-Embedded Maintenance Policy for a Fleet of Self-Service Systems Subject to Imperfect Monitoring,Academician,"Self-service systems have experienced substantial growth in recent years due to their ability to operate without on-site staff, reducing labor costs and providing continuous access. However, without on-site personnel, operators must determine the optimal maintenance timing to balance high maintenance setup costs against service levels. Furthermore, as monitoring sensors cannot perfectly detect all failures, devising an effective maintenance policy becomes increasingly challenging. In this study, we propose an incentive mechanism that encourages customers to report failures encountered during use. By integrating failure information from both imperfect monitoring and customer reports, we optimize an incentive-embedded maintenance policy to maximize the long-term profit rate of a fleet of self-service systems. An iterative ternary search algorithm is developed based on the structural properties derived from this optimization problem. A real-world case study of six electric vehicle charging piles (EVCPs) in Hong Kong demonstrates the superiority of the proposed incentive-embedded maintenance policy over existing alternatives.",1,120 | Cobb Galleria Centre,"Monitoring, Prognosis, and Maintenance in Manufacturing and Electric Vehicle Systems",14
48,6575.0,Remaining Useful Life Prediction of Lithium-ion Batteries Using Monotone Decomposition,,"Accurately predicting the remaining useful life (RUL) of lithium-ion batteries is vital for efficient equipment health management. Throughout the aging process, the battery capacity exhibits nonlinear behavior, with intermittent capacity regeneration phenomena causing sudden increments between consecutive cycles, posing challenges for modelling and prediction. Despite the frequent use of empirical mode decomposition (EMD) to decompose capacity series, most EMD-based RUL prediction methods encounter limitations including end effects, information leakage issues, and a lack of uncertainty quantification. To address these challenges, we introduce a novel RUL prediction framework, MonoD-GPR-DeepAR, featuring a unique data decomposition algorithm, monotone decomposition (MonoD). MonoD alleviates end effects by decoupling the original capacity signal into a smooth, decreasing trend and a fluctuant capacity regeneration term. Gaussian process regression (GPR) and deep autoregressive (DeepAR) models are then applied to the subseries for prediction, including uncertainty intervals. Validation using simulations and three real lithium-ion battery datasets demonstrates MonoD’s superior performance in capturing the authentic aging trajectory characteristics. Compared to alternative methods, the MonoD-GPR-DeepAR model shows its effectiveness in addressing complexities introduced by capacity regeneration phenomena in lithium-ion battery RUL prediction.",2,120 | Cobb Galleria Centre,"Monitoring, Prognosis, and Maintenance in Manufacturing and Electric Vehicle Systems",14
49,6804.0,Spatio-temporal thermal history modeling and characterization for Wire Arc Additive Manufacturing processes,Academician,"Wire arc additive manufacturing (WAAM) is a large-area manufacturing process that joins wire feedstock material through directed energy deposition by leveraging a robotic arm. However, the broader adoption of WAAM in mission-critical environments is limited due to concerns with the fabricated components' geometric accuracy and mechanical properties. The thermal history of the WAAM process has been identified as one of the most informative data streams for final component geometric accuracy prediction. However, the thermal history of the WAAM process is highly dynamic and complex, making it very challenging to characterize its spatio-temporal structure during the fabrication. By integrating the WAAM process physics, a new temperature profile descriptor is established to characterize the thermal history of the WAAM process. Subsequently, a Gaussian process model is leveraged to characterize the spatio-temporal structure in the layer-wise thermal history and therefore characterize the dynamic evolution of the temperature profile descriptor. The proposed framework is validated based on a WAAM system comprised of a CMT welding torch and ABB robotic arm, where the thermal history was captured using an infrared thermal camera. The proposed framework can be extended for in-situ geometric accuracy prediction and certification for large-area WAAM components.",3,120 | Cobb Galleria Centre,"Monitoring, Prognosis, and Maintenance in Manufacturing and Electric Vehicle Systems",14
50,5761.0,Enhancing Operational Time for Sea Water Exchangers Utilizing the Tube Sleeve Insertion Method,Practitioner,"Introduction: Shell-and-tube heat exchangers are essential in marine vessels, as their failure leads to operational delays and costly maintenance. In regions like Pakistan’s coastal waters, high pH and salinity accelerate corrosion in marine equipment, drastically reducing the mean time between failures (MTBF) and raising costs. Background: One client, operating in Pakistan’s harbors, faced frequent shell-and-tube exchanger failures due to the material’s vulnerability to seawater. The tubes, made from a 90/10 copper-nickel (Cu-Ni) alloy, were less corrosion-resistant under harsh conditions than a 70/30 Cu-Ni alternative. Consequently, maintenance and operational interruptions became increasingly frequent. Solutions: After thorough inspection, two approaches were proposed: 1. Internal Tube Coating - Costly and time-intensive but offering strong corrosion resistance. 2. Tube Sleeve Insertion - Inserting sleeves at both tube ends, enhancing corrosion resistance at critical points. The client suggested to choose the tube sleeve option for its cost-effectiveness and shorter implementation time. Results: After one year of sleeve insertion, the exchanger showed no failures, confirmed by biannual eddy current inspections indicating excellent condition. The sleeve method proved effective in prolonging exchanger life while reducing maintenance needs. Conclusion: Tube sleeves offer a sustainable, economical solution for protecting marine heat exchangers in high-corrosion environments. This approach minimizes downtime, cuts maintenance costs, and supports self-sustainability, vital for operational efficiency in maritime applications.",1,120 | Cobb Galleria Centre,Failure and Maintenance Analysis for Complex Systems,15
51,6736.0,Application of Software Failure Modes and Effects Analysis to Improve Election Security,Academician,"In 2017, the U.S. Department of Homeland Security (DHS) recognized election systems as a subsecture of national critical infrastructure under the Government Facilities sector, underscoring the need to ensure its security and robustness against threats. Election systems are socio-technical systems involving the complex interactions of hardware, software, and humans (i.e., poll workers) and are susceptible to cyber, physical, and insider threats. Building off prior work by the U.S. Election Assistance Commission’s 2009 threat assessment of precinct count optical scanners (PCOS), the primary election machine used to scan and count ballots, this paper utilizes Software Failure Modes and Effects Analysis (SFMEA), a common safety analysis approach used to identify potential software failure modes and their causes and effects, to update the existing PCOS threat tree. Specifically, through literature review and the application of SFMEA, 60 new threats to the PCOS were identified and added to an updated threat tree. The use of a SFMEA in risk analysis, a bottom-up, forward analysis approach that initiates with a security risk to understand what security threats could arise, along with threat tree analysis, a top-down, backward analysis approach that stats with a threat to understand the risk(s) that cause a threat to occur, allows for a more complete, bi-directional threat analysis. This paper contributes to improving the security of election infrastructure through the application of SFMEA to update the PCOS threat tree. Specifically, this paper details the application of SFMEA for threat analysis as a demonstration to enable its application towards other securitcy-critical systems.",2,120 | Cobb Galleria Centre,Failure and Maintenance Analysis for Complex Systems,15
52,6971.0,Multistage MCN: Masked and Contrastive Learning for Continuous Multistage Manufacturing Processes with No Intermediate Labels and Few Final Labels,Academician,"The development of data-driven soft sensors for monitoring production quality has become common in manufacturing practices, but it typically requires extensive quality label data. In particular, continuous multistage manufacturing processes (MMPs) pose significant challenges due to their inherent characteristics, where inputs are sequentially transformed into final outputs across multiple stages without interruptions. In such processes, exemplified in oil refinery, petrochemical, food, and drug manufacturing domains, acquiring intermediate product labels is nearly impossible, and obtaining final product quality labels involves costly and time-intensive manual efforts. This scarcity of labels limits the application of conventional supervised learning or even semi-supervised learning methods. To address this challenge, we propose a novel self-supervised learning model tailored for continuous MMPs, called the Multistage Masked and Contrastive Learning Network (Multistage MCN). Our model is designed to capture the sequential process dynamics of continuous MMPs using minimal final output labels and no intermediate labels. Specifically, Multistage MCN involves two pretext tasks: one reconstructs masked patches to model sequential dependencies across stages, while the other contrasts samples to learn varied production patterns. These two tasks are conducted within a deep learning architecture that captures stage-wise sequential dependencies and lead-time differences, enabling effective representations of continuous MMPs with varied production lead times. Experimental evaluations for quality prediction on real-world datasets from petrochemical manufacturing factories demonstrate that Multistage MCN achieves performance comparable to existing supervised and semi-supervised models, significantly reducing reliance on costly labeling efforts while maintaining accuracy and reliability.",1,105 | Cobb Galleria Centre,Machine Learning and Statistical Techniques for Quality Assurance in Manufacturing,16
53,8790.0,A Statistical Modelling and Convex Relaxation Approach for Product Quality Analytics,Academician,"Massive continuous stream data in multi-stage processes provide a data foundation for product-oriented quality determination and intelligent decision-making. However, quality analytic models based on historical data are difficult to consistently stable in complex multi-stage manufacturing processes, so quantifying the model uncertainty becomes an important challenge. In this paper, we propose a multi-output conformal risk control method to realize robust interval estimation of product quality and adaptive calibration of the model. The proposed method first uses a multi-output regression model as the basic model. Then it minimizes the multi-output prediction region as the conformal risk control objective on the calibration set with a given global confidence level. The model adaptive calibration is realized by fine-tuning the prediction intervals through parameters, and finally, the fine-tuning coefficients for each quality indicator are solved by the convex relaxation method. Taking the hot rolling process as an example, the proposed method is used for the prediction of the mechanical properties of thick plates. The experimental results prove that the proposed method can provide interval estimation with a global coverage guarantee for multiple quality variables, and it can be adaptively calibrated by the new data, which can provide real-time and effective information for intelligent decision-making.",2,105 | Cobb Galleria Centre,Machine Learning and Statistical Techniques for Quality Assurance in Manufacturing,16
54,8846.0,A Convex Cluster and Regression Approach With functional data for Hot Rolled Product Quality Analytics,,"The data collected during the production process plays a crucial role for the quality analytics of products in the process industry. These data often include diverse and complex types such as compositional data and high-frequency time series data, which poses unprecedented challenges to the analytic of industrial data. This paper proposes a complex data modeling method for product quality analysis in process industries, which includes three modules: pre-processing of complex data, clustering, and regression. In the data preprocessing module, in response to the curse of dimensionality caused by high-dimensional data, it is proposed to model time series data as functional data and use spline basis expansion and IRL transformation methods to project functional and component data into Euclidean space; In the clustering module, considering the process characteristics of the process industry, we introduce a new distance measurement method and uses convex relaxation method to transform the clustering problem into a convex optimization problem, which is solved by alternating minimization algorithm; In the regression module, functional data analysis is used to establish relationship models between chemical composition, process, and quality for each type of data. The effectiveness of the proposed modeling method was evaluated by using historical data from actual hot rolling production, and compared with other methods to verify its performance.",3,105 | Cobb Galleria Centre,Machine Learning and Statistical Techniques for Quality Assurance in Manufacturing,16
55,5527.0,Sequential Learning for Integrated Safety and Quality Assurance in Human-Robot Collaborative Manufacturing Systems,Academician,"Safety concerns severely impede industrial adoption of emerging human-robot collaborative manufacturing systems. We propose a human-centric, near real-time anomaly detection framework rooted in sequential learning for integrated safety and quality assurance—a marked departure from earlier, quality- or safety-exclusive process control approaches. The framework first adapts deep learning and pose estimation to track fast robot motions via real-time images from a surveillance camera. By incorporating synchronized human physiological data through sequential learning, the framework provides uncertainty-based, risk-metered alerts for task anomalies. Application to a shared human-robot assembly line suggests that the framework can accurately track robot trajectories and outperform conventional statistical process control methods in anomaly detection, while reducing safety risks. The framework also allows for straightforward extensions to more involved manufacturing settings.",1,105 | Cobb Galleria Centre,Sequential Learning for Manufacturing,17
56,8936.0,Knowledge reinforced reinforcement learning for transferable selective annotation,Academician,"The increasing data volume in fields like personalized manufacturing, biomanufacturing, and medical diagnostics has amplified the critical role of human annotation, which is time-consuming and labor-intensive, directly impacting AI performance. While active learning aims to reduce annotation efforts by selectively querying data points, existing methods often fail to transfer their sampling strategies across similar-but-not-identical environments. This limitation leads to inefficiencies in data annotation when dealing with varying data distributions or evolving data domains where adaptability is crucial. To overcome these limitations, we propose a knowledge-reinforced reinforcement learning framework inspired by Human Information Processing (HIP) theory. Our hierarchical framework incorporates two cooperative agents: a long-term agent and a short-term agent . The long-term agent, reflecting top-down cognitive processes, strategically guides the learning process by leveraging historical knowledge and overarching objectives, influencing the short-term agent, which focuses on immediate data uncertainties, representing bottom-up processes. By coordinating these agents, the framework enables more effective knowledge transfer and enhances active learning. Our approach enhances the transferability and adaptability of active learning across different but related data domains by facilitating inter-agent cooperation. This hierarchical structure improves sampling efficiency and allows the active learner to generalize its querying strategy to similar-but-not-identical environments. By assigning cooperative goals to each agent, the framework mirrors human cognitive strategies in complex tasks, effectively addressing data annotation challenges in medical and other data-intensive fields, and improving the transferability and effectiveness of AI systems.",2,105 | Cobb Galleria Centre,Sequential Learning for Manufacturing,17
57,8829.0,Learning-based Optimization for Complex Physical Systems,Academician,"Learning-based optimization (i.e., reinforcement learning) is known for its strength in generalizability and scalability. Generalizability indicates the knowledge learned in optimizing the training data can be directly applied to optimize the unseen testing scenarios without retraining. Scalability represents the capability of handling giant design space. In this talk, we will discuss the recent research work on developing learning-based optimization for complex physical systems. We select two cases as examples. One is the fixture layout design for reducing shape deformation of large-scale sheet parts in the assembly process. The other is optimizing the control parameters in the Brookhaven Alternating Gradient Synchrotron (AGS) to improve intensity and emittance preservation after the RF bunch merge.",3,105 | Cobb Galleria Centre,Sequential Learning for Manufacturing,17
58,6055.0,Mutual Information Surprise: Rethinking Unexpectedness for Enhanced Autonomy in Engineering Systems,Academician,"Surprise, initially defined in psychology as a measure of unexpectedness, is also recognized as a mechanism for enhancing autonomy in eingeering systems. Common measures like Shannon Surprise and Bayesian Surprise quantify unexpectedness in anomaly detection by assessing belief deviations between old and new observations. However, these approaches may be limited by model inaccuracies, insensitivity to uncertainty variations, and an inability to detect over-exploitation of frequently observed data. This study reexamines surprise for engineering systems, introducing mutual information surprise to detect shifts in level of system understanding rather than understanding itself. A two-sided statistical framework is proposed, with results showing that mutual information surprise provides greater versatility and robustness compared to existing measures.",4,105 | Cobb Galleria Centre,Sequential Learning for Manufacturing,17
59,5062.0,From Static to Dynamic: Recent Advances in the Process Control of 4D Printing,,"Additive manufacturing (AM), widely known as 3D printing, has recently expanded with 4D printing—an innovative technique that combines AM with stimuli-responsive materials to introduce dynamic, programmable functionality. However, precise control over the shape-morphing behavior in 4D printed products remains challenging due to the influence of both printing conditions and external stimuli. This talk will explore new methodologies designed to enhance process control, enabling more accurate and predictable 3D shape transformations in 4D printing.",1,105 | Cobb Galleria Centre,Smart and Adaptive Process Control in Manufacturing and Food Systems,18
60,6914.0,Improving Bread Fermentation Through Temperature and Humidity Control in Proofers,Practitioner,"In response to waste challenges at Cidrines, Inc. in Puerto Rico, this research analyzed the Proofing Machine in their part-baked and fully-baked bread production line using Lean Six Sigma principles. The study applied the DMAIC framework to address recurring issues with maintaining control over temperature and humidity inside the Proofing Machine (Fermentation Accelerator). The research targeted the Sobao 10-count Sobao bread product batch to assess how these environmental factors influenced fermentation times. The company's operational limits were set at 100°F for temperature and 80.00% for humidity. However, findings revealed that the temperature at the machine's center averaged 105.81°F with moisture of 78.70%, while the machine's wings recorded an average temperature of 103.95°F and humidity of 78.89%. These deviations from the set parameters indicated significant process inconsistencies. The study recommended maintaining optimal conditions by decreasing temperature and increasing humidity to align with the product’s required standards. This research offered insights into process control improvements that could reduce waste and enhance product consistency. The proposed adjustments aimed to bring the machine's conditions closer to target limits, fostering greater efficiency in the fermentation stage and supporting better overall production outcomes.",2,105 | Cobb Galleria Centre,Smart and Adaptive Process Control in Manufacturing and Food Systems,18
61,6170.0,Implementing Quality and Lean Six Sigma in Solid-State Battery Manufacturing,Practitioner,"The solid-state battery manufacturing industry stands at the cutting edge of energy storage, particularly as demand for electric vehicles (EVs) accelerates. Achieving high standards in both quality and efficiency is essential. One of the major challenges in this process is maintaining strict contamination controls as even minuscule particles or debris can lead to defects that may affect battery quality, safety, and performance. Using Lean Six Sigma methodologies alongside ISO 14644-1 cleanroom standards, this research targets contamination issues with a focus on key performance indicators such as airborne particle concentration and airflow dynamics. Techniques like 5S, root cause analysis, and automated cleaning systems were implemented to systematically reduce contaminants, enhance cleanroom compliance, and increase operational efficiency. Through statistical approaches, including design of experiments and hypothesis testing, this study identified optimal cleaning strategies for different production phases. Quality Engineering tools—such as the 8D problem-solving method, Corrective and Preventive Actions, and Measurement System Analysis (MSA) Gage R&R—were also applied to assess and address contamination sources. The results demonstrated significant reductions in both debris levels and process variability, supporting higher product reliability and cleaner manufacturing processes. This structured approach highlights the potential for data-driven, quality-focused improvements in solid-state battery production, offering valuable insights for advancing EV technology through cleaner, more reliable manufacturing processes.",3,105 | Cobb Galleria Centre,Smart and Adaptive Process Control in Manufacturing and Food Systems,18
62,6937.0,Amortized Variational Inference of Interfacial Characteristics for Ultrasonic Weak-Bond Detection in Adhesive Lap Joints,Academician,"Nondestructive inspection (NDI) of damages (e.g., imperfect or degraded bondlines) or the remaining strength of adhesively bonded lap joints is critical for the manufacturing and operation of aircrafts, vehicles and wind turbine blades. It remains a challenge to use the conventional NDI to quantitatively infer the poor adhesion between the adherend and the adhesive. Essentially, the direct NDI measurements have to be related to the latent parameters indicating bond integrity. This work uses a statistical machine learning method, amortized variational inference, to build the mapping from the NDI measurements to posterior physical latent variables. In this paper, the smoothness of the neural network approximation is novelly constrained by the physical A-scan signals from NDI. In addition, multiple frequencies-based NDI measurements are fused into the input with appropriate data processing (e.g., image registration) for better variational inference results. The proposed physics-aware statistical machine learning method enables real-time and large-scale quality inspection in practice.",1,116 | Cobb Galleria Centre,"Physics-Informed Modeling, Monitoring, and Prediction",19
63,8805.0,MMoE: Enforcing Monotonicity in Mixture of Experts Models,Academician,"Shape constraints, such as monotonicity, arise in many engineering and physical applications, as motivated by some underlying physics or existing theory. As such, a growing trend in machine learning (ML) and data science calls for data-driven models that impose monotonicity constraints. Along those lines, this work is concerned with enforcing monotonicity in the context of mixture of experts (MoE) models. MoE is a prevalent ensemble modeling framework where multiple ML models (referred to as experts) are trained on different data subsets and then merged using input-dependent weights (referred to as a gating mechanism), thereby producing a mixture. We show that achieving monotonicity in MoE models is non-trivial since the mixture is not guaranteed to be monotonic even if the constituting experts are. Hence, we propose an MoE method that enforces monotonicity by leveraging the properties of a special class of polynomial functions as experts and then internalizing a constrained optimization model which directly acts on their coefficients. We mathematically show that, unlike the unconstrained MoE model, the proposed approach guarantees the mixture to be monotonic, and then test it on a synthetic dataset and two case studies from materials failure and wind energy generation, respectively. The case studies demonstrate that the proposed approach preserves the monotonicity of the mixture model, at a minimal compromise of its adequacy or predictive power.",2,116 | Cobb Galleria Centre,"Physics-Informed Modeling, Monitoring, and Prediction",19
64,6459.0,Enhancing Reduced-Order Models in High-Dimensional Engineering Applications through Gradient Boosting Tree,Academician,"Addressing forward problems with high-fidelity models like Computational Fluid Dynamics (CFD) and Finite Element Analysis (FEA) presents significant challenges due to their computational demands from high-dimensional spatial discretization. These models are expensive, requiring powerful solvers and extensive computational resources to achieve precise results. Additionally, their sensitivity to parameter variations complicates the accurate development of Reduced-Order Models (ROMs). Projection-based methods such as Proper Orthogonal Decomposition (POD) are typically employed to extract optimal basis modes from snapshot data for ROMs. However, these methods struggle to robustly quantify uncertainty, affecting their reliability and accuracy in practical applications. My research explores a novel integration of XGBoost, known for its predictive accuracy and capability to handle complex relationships, with an innovative mapping technique between a multi-dimensional Euclidean space and the Grassmann Manifold, which represents low-dimensional subspaces. This mapping includes an injectivity constraint to enhance optimization, making XGBoost suitable with minor modifications. The approach involves mapping the subspaces from the Grassmann Manifold back to the Euclidean space to formulate a multivariate XGBoost regression. When introduced to a new parameter, this method projects the corresponding vector onto the Grassmann Manifold, facilitating the identification of the optimal subspace or POD basis. This process allows for a detailed understanding of how variations in settings affect the optimal representation in ROMs and quantifies the confidence in these insights, addressing limitations in traditional projection-based methods.",1,116 | Cobb Galleria Centre,Spatio-temporal Analysis in Engineering Applications,20
65,6879.0,Time Series Domain Adaptation via Multi-view Contrastive Learning,Academician,"Adapting time series models across different domains is still a tough problem, mainly because of the complex temporal dependencies and shifts in data distributions between domains. Existing approaches have made progress, but they usually focus on just a single type of feature or variables from decomposition, which limits their ability to fully capture the temporal characteristics involved. In this work, we introduce a new self-supervised framework that combines different feature types from multiple domains using contrastive learning. Specifically, we leverage patterns from the time domain, dynamics from derivatives, and spectral features from the frequency domain. We use dedicated encoders for each of these domains and a hierarchical fusion mechanism to ensure that the final representation is both domain-invariant and keeps the temporal details intact. By optimizing domain-specific contrastive objectives alongside cross-domain alignment, our model learns features that are consistent over time and transferable across domains. Our experiments on several benchmark datasets in medical domain show that this approach outperforms other state-of-the-art methods in classification tasks. Overall, our method presents a promising direction for solving domain adaptation challenges in time series analysis.",2,116 | Cobb Galleria Centre,Spatio-temporal Analysis in Engineering Applications,20
66,8640.0,Advancing AI-Driven Road Safety and Infrastructure Resilience: A Call for Innovative Policy and Technological Integration,Academician,"This paper argues for the urgent adoption of AI technologies to bridge gaps in data translation, emergency response times, and risk mitigation across U.S. transportation systems. The proposed policy initiatives emphasize integrating AI with geospatial mapping, predictive analytics, and IoT-based systems, underpinned by cross-disciplinary collaboration, targeted workforce development, and equitable interventions for vulnerable communities. This paper outlines key objectives, critiques current approaches, and presents a vision for reshaping road safety to manage risks and reduce fatalities. The paper aims to spark a transformative shift toward a cohesive and data-driven policy framework for road safety in the U.S.",3,116 | Cobb Galleria Centre,Spatio-temporal Analysis in Engineering Applications,20
67,6815.0,Calibration Time Reduction for Tensiometers Models T-5 and T-60,Practitioner,"This project aims to reduce the calibration times for the tensiometers T-5 and T-60, which currently exceed the company’s target of twelve minutes per unit. To achieve this, the DMAIC (Define, Measure, Analyze, Improve, Control) problem-solving methodology was employed alongside robust statistical analysis tools to assess the calibration process thoroughly. Tensiometers are critical instruments to measure tension in aircraft cables, ensuring operational safety. While the T-5 and T-60 models serve the same purpose, the T-5 requires less weight than the T-60, impacting the calibration dynamics. The current process lacks standardization and is susceptible to workplace distractions and suboptimal ergonomics, contributing to prolonged calibration times. A comprehensive analysis was conducted to address these issues. Boxplot analyses and statistical analyses revealed that the T-5 model exhibited more significant variability in calibration times than the T-60. This insight was pivotal in shaping targeted improvements. In alignment with the United Nations Sustainable Development Goal 9—focused on building resilient infrastructure, fostering sustainable industrialization, and promoting innovation—practical solutions were proposed. These included the integration of a tablet to streamline workflow, providing an ergonomic chair to enhance operator comfort, and installing a curtain divider to minimize environmental distractions. The proposed solutions are designed to be cost-effective and straightforward, ensuring they can be implemented with minimal disruption. By prioritizing these measures, the project aims to standardize the calibration process, reduce time variability, and consistently meet the company’s calibration time goals, ultimately contributing to greater operational efficiency and worker well-being.",1,120 | Cobb Galleria Centre,Process Monitoring and Instrument Calibration,21
68,6340.0,Harnessing Real-Time Sensor Data for Fault Diagnosis in the Continuous Production of Copper Magnet Wires,Practitioner,"The production of defective products leads to substantial material and financial losses. It is critical to detect manufacturing defects as early as possible to reduce waste. To do so, many manufacturers have harnessed technology by installing sensors to monitor their production processes in real-time. Nonetheless, a significant portion of the data collected by the sensors remains unanalyzed due to processing and analytical constraints, resulting in missed opportunities for early fault diagnosis and quality improvement. This research leverages real-time sensor data from Rea Magnet Wire, one of the world’s largest manufacturers of magnet and nonferrous wire products, to identify the process variables responsible for deffects in the continuous manufacturing of aluminum wires. Due to the continuous nature of the manufacturing process, data alignment was done before model training. Three machine learning models (Random Forest, XGBoost, and Logistic Regression) were implemented to predict faults in the production of copper magnet wires using 42 process variables obtained from real-time sensor data from their Lafayette plant. We observe that interactions between the process variables are critical for fault diagnosis given that the non-linear methods have better performance. Furthermore, we study the effect of the process variables on the quality measures by using Accumulative Local Effects (ALE) The proposed methods lead to significant waste reduction at Rea’s plant and provide a foundation for developing automated fault diagnosis for continuous manufacturing.",2,120 | Cobb Galleria Centre,Process Monitoring and Instrument Calibration,21
69,8694.0,Within-layer In-situ Quality Monitoring of Additive Manufacturing Processes Along Production Paths,Academician,"In the rapidly evolving field of additive manufacturing (AM), existing layer-wise quality monitoring methods fall short in quickly detecting spatially localized anomalies within layers while the product is being produced. The layer-wise methods, which typically analyze vast amount of data post-production of each layer, result in significant delays in anomaly detection, thereby increasing material waste and reducing efficiency of AM processes. In this article, we propose to establish a novel in-situ quality monitoring framework of AM processes to quickly detect spatially localized anomalies in real time as they occur within layers along the predefined production paths before the collection of full layer data. In particular, we integrate neural network with Gaussian processes to develop a mixed-effect model for layer-wise spatial modeling that captures both the global spatial profile and localized spatial effects among measurement points of the layer. By leveraging layer-wise spatial relationships, we further develop a residual-based spatial Exponentially Weighted Moving Average (sp-EWMA) control chart to efficiently and recursively update monitoring statistics along the production path, where the weight of each measurement point decay exponentially with distance from the current observation. The proposed in-situ monitoring framework enhances the real-time detection capability of localized anomalies within layers, facilitating rapid responses and immediate corrective actions to reduce material wastage and enhance production efficiency of AM processes. A real-life laser powder bed fusion (L-PBF) dataset in a metal AM process is applied to validate the proposed method.",3,120 | Cobb Galleria Centre,Process Monitoring and Instrument Calibration,21
70,6111.0,Assessing User Retention of Connected Home Appliances: Survival Analysis,Academician,"The advancement of smart home appliance technology has led to the emergence of updatable features within these connected devices. This new data necessitates a change in traditional evaluation methods. While many marketing standards have traditionally relied on retention metrics, these metrics face significant limitations due to their lack of statistical validation and inability to capture the personalized interactions between users and smart home appliances. Our research emphasizes data derived from downloadable and updatable content, enabling the measurement of personalized user interactions. By analyzing this data, we introduce a metric based on survival analysis for engagement, addressing the gap in statistical validation found in traditional retention metrics. The approach suggests the groundwork for continuous measurement of user engagement and offer practical guidelines for improving accurate assessment and enhancement of user engagement in the development and marketing strategies of products.",1,120 | Cobb Galleria Centre,Human-Centered Efficiency in Smart Systems,22
71,8849.0,Hands-On approach towards Industrial engineering concepts through interactive Lego workstation assembly,Academician,"This project designs and implements a stimulated workstation assembly module using Lego components that teach the core Industrial Engineering (IE) techniques and tools to students in an interactive way to increase learning efficiency. The primary objective is to demonstrate the application of Six Sigma concepts, Statistical Quality Control (SQC), Inventory Analysis, and manufacturing systems and methods by having the students go through the Lego train assembly process and learn about systemized production. A picture-based instruction manual was developed to ensure ease of assembly and to test different concepts, and the process was tested by third-party users to validate clarity and effectiveness. We developed two different modules, unoptimized and optimized modules to show process improvement, defect reduction and IE concepts. The first initial module exhibits a higher defect rate than that in the second module. For our unoptimized module, we had high defects because of an unclear instruction manual and an unorganized inventory of Lego pieces. To overcome this, additional stations were set up to even out bottlenecks. Holding bins were refined with only pieces essential for each station left so students could understand how inventory affects production. The instruction manual was also updated and evaluated to validate efficiency. Various IE metrics were tracked, ensuring continuous improvement throughout the process. The objective of the project is to guide students toward achieving results in the optimized module when starting off with the unoptimized module. This project provides a hands-on approach to understanding the practical implications of industrial engineering principles.",2,120 | Cobb Galleria Centre,Human-Centered Efficiency in Smart Systems,22
72,4855.0,Understanding CBTC Safety Enhancement Through Fault-Tree Analysis of the 2014 CTA Track Overrun Accident at O’Hare Station,Academician,"This study analyzes the Chicago Transit Authority’s March 24, 2014, accident where a subway train overran the end of the tracks at O’Hare Station, a terminus in the CTA system. This was a serious accident with enormous service and safety impacts, so further investigation is needed to prevent future accidents of a similar nature. In the context of this incident, the merits of Communications-Based Train Control (CBTC) technology are considered from safety and operational perspectives. Additionally, a fault-tree analysis for the accident is conducted using information from the National Transportation Safety Board accident report and post-accident recommendations, to understand the root causes of the accident. Based on the fault-tree analysis, opportunities for CBTC to mitigate root causes of an accident of a similar nature are found, and a recommendation for CBTC implementation on rail mass transit systems to improve system safety is made.",3,120 | Cobb Galleria Centre,Human-Centered Efficiency in Smart Systems,22
